Time,Pid,IP Client,Message,error_labels,error_labels2
2021-11-26 08:59:14.403101,18368,13.68.215.133,"[client 13.68.215.133] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/public/.env""] [unique_id ""YaCT0sQ4pvT50spAz3yvbQAAAAM""]",1,Dangerous
2021-11-26 08:59:14.403800,18368,13.68.215.133,"[client 13.68.215.133] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/public/.env""] [unique_id ""YaCT0sQ4pvT50spAz3yvbQAAAAM""]",0,Not Dangerous
2021-11-27 00:51:04.792382,28016,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6OmKlSzcWeGTMvIa5gAAAAs""]",1,Dangerous
2021-11-27 00:51:04.794957,28016,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6OmKlSzcWeGTMvIa5gAAAAs""]",1,Dangerous
2021-11-27 00:51:04.795486,28016,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6OmKlSzcWeGTMvIa5gAAAAs""]",0,Not Dangerous
2021-11-27 00:51:05.280650,28615,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6aPxDA2XGh8CqY66qwAAAAI""]",1,Dangerous
2021-11-27 00:51:05.283189,28615,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6aPxDA2XGh8CqY66qwAAAAI""]",1,Dangerous
2021-11-27 00:51:05.283845,28615,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6aPxDA2XGh8CqY66qwAAAAI""]",0,Not Dangerous
2021-11-27 00:51:55.056729,28018,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzG-hDMHbSDYYsT8wKFAAAAAw""]",1,Dangerous
2021-11-27 00:51:55.062015,28018,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzG-hDMHbSDYYsT8wKFAAAAAw""]",1,Dangerous
2021-11-27 00:51:55.064204,28018,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzG-hDMHbSDYYsT8wKFAAAAAw""]",0,Not Dangerous
2021-11-27 00:51:55.193147,28013,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzGzy6r1ev93rVb2l@rwAAAAc""]",1,Dangerous
2021-11-27 00:51:55.195706,28013,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzGzy6r1ev93rVb2l@rwAAAAc""]",1,Dangerous
2021-11-27 00:51:55.196305,28013,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzGzy6r1ev93rVb2l@rwAAAAc""]",0,Not Dangerous
2021-11-27 00:51:56.712913,28015,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzHJz-@XC5LvS0nrM8xQAAAAA""]",1,Dangerous
2021-11-27 00:51:56.715329,28015,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzHJz-@XC5LvS0nrM8xQAAAAA""]",1,Dangerous
2021-11-27 00:51:56.715947,28015,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzHJz-@XC5LvS0nrM8xQAAAAA""]",0,Not Dangerous
2021-11-27 00:51:56.846614,28017,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzHOp4xr12NEYe-ndpKQAAAAE""]",1,Dangerous
2021-11-27 00:51:56.848652,28017,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzHOp4xr12NEYe-ndpKQAAAAE""]",1,Dangerous
2021-11-27 00:51:56.849296,28017,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFzHOp4xr12NEYe-ndpKQAAAAE""]",0,Not Dangerous
2021-11-27 01:00:20.097802,28615,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaF1FKPxDA2XGh8CqY66rQAAAAI""]",1,Dangerous
2021-11-27 01:00:20.101733,28615,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaF1FKPxDA2XGh8CqY66rQAAAAI""]",1,Dangerous
2021-11-27 01:00:20.102337,28615,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaF1FKPxDA2XGh8CqY66rQAAAAI""]",0,Not Dangerous
2021-11-27 01:00:20.296237,28015,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaF1FJz-@XC5LvS0nrM8xgAAAAA""]",1,Dangerous
2021-11-27 01:00:20.297802,28015,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaF1FJz-@XC5LvS0nrM8xgAAAAA""]",1,Dangerous
2021-11-27 01:00:20.298153,28015,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaF1FJz-@XC5LvS0nrM8xgAAAAA""]",0,Not Dangerous
2021-12-18 01:09:46.094201,31003,124.126.78.130,"[client 124.126.78.130] ModSecurity: Warning. Match of ""within %{tx.allowed_request_content_type}"" against ""TX:content_type"" required. [file ""/usr/share/modsecurity-crs/rules/REQUEST-920-PROTOCOL-ENFORCEMENT.conf""] [line ""1007""] [id ""920420""] [msg ""Request content type is not allowed by policy""] [data ""|text/html|""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-protocol""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153""] [tag ""PCI/12.1""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/""] [unique_id ""Yb0myo2AljXF1wP9iEV@3gAAAAM""]",1,Dangerous
2021-12-18 01:09:46.099879,31003,124.126.78.130,"[client 124.126.78.130] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/""] [unique_id ""Yb0myo2AljXF1wP9iEV@3gAAAAM""]",1,Dangerous
2021-12-18 01:09:46.100399,31003,124.126.78.130,"[client 124.126.78.130] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=0,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/""] [unique_id ""Yb0myo2AljXF1wP9iEV@3gAAAAM""]",0,Not Dangerous
